Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1457463606,Arias,Joseph,Wisc Rapids,WI,54494,4,Family Practice,Q3014,Telehealth originating site facility fee,O,175,309.0,309,40.0,25.790938511,17.525954693,17.525954693
1457493611,Mccune,Mathew,Fort Walton Beach,FL,32547,1,Anesthesiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,50,50.0,50,56.0028,18.2596,14.1382,14.8502
1457493611,Mccune,Mathew,Fort Walton Beach,FL,32547,1,Anesthesiology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,75,307.0,307,183.85934853,60.056384365,47.901661238,50.371954397
1457493611,Mccune,Mathew,Fort Walton Beach,FL,32547,1,Anesthesiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,77,312.0,312,152.04230769,49.748301282,39.677147436,40.464807692
1457503534,Nickie-Hull,Tiffany,Massillon,OH,44646,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,207,1407.0,1407,30.281449893,25.757420043,19.162018479,19.162018479
1457578999,Sampson,Elizabeth,Marathon,FL,33050,7,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,84,238.0,238,50.0,25.739831933,20.019705882,20.019705882
1457625568,Mortara,Jeanette,Foley,AL,36535,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,35,85.0,85,50.0,25.887647059,12.810588235,12.810588235
1457791949,Ausubel,Jonathan,Brooklyn,NY,11238,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,37,158.0,158,300.0,25.73,20.5,20.5
1457792533,Strand,Stephanie,Hazard,KY,41701,7,Certified Clinical Nurse Specialist,Q3014,Telehealth originating site facility fee,F,72,186.0,186,35.0,25.790322581,17.557204301,17.557204301
1457851271,Barnett,Emily,Rochester,MN,55904,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,24,47.0,47,30.0,25.756808511,19.191489362,19.191489362
1457895658,Zellmer,Laura,Milwaukee,WI,53207,1,Family Practice,Q3014,Telehealth originating site facility fee,O,18,44.0,44,20.0,19.709090909,14.254545455,14.254545455
1467401042,Prabaker,Venu,La Mesa,CA,91941,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,68,73.0,73,75.0,21.18,16.88,15.26
1467401042,Prabaker,Venu,La Mesa,CA,91941,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,42,170.0,170,100.0,70.25,55.97,50.29
1467401042,Prabaker,Venu,La Mesa,CA,91941,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,56,295.0,295,100.0,53.81,42.87,40.4
1467414771,Southeast Kansas Mental Health Center,,Humboldt,KS,66748,10.3,Clinic or Group Practice,Q3014,Telehealth originating site facility fee,O,82,123.0,123,20.0,19.684471545,15.462439024,15.462439024
1467442285,Albizem,Haytham,Philadelphia,PA,19139,1,Interventional Cardiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,68,72.0,72,45.416666667,20.731388889,13.49625,12.504722222
1467442285,Albizem,Haytham,Philadelphia,PA,19139,1,Interventional Cardiology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,69,369.0,369,119.67479675,67.945826558,52.344823848,48.597479675
1467442285,Albizem,Haytham,Philadelphia,PA,19139,1,Interventional Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,65,367.0,367,100.0,53.795640327,42.079700272,39.669782016
1467472480,Hewett,Michael,Yellow Springs,OH,45387,2,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,26,36.0,36,52.0,25.73,20.5,20.5
1467478727,Dhawan,Rajnish,Chesapeake,VA,23320,1,Pulmonary Disease,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,19,20.0,20,200.0,57.85,46.27,45.927
1467489492,Caillouette,James,Newport Beach,CA,92660,1,Orthopedic Surgery,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,79,99.0,99,170.0,61.6,49.14,45.78
1467489492,Caillouette,James,Newport Beach,CA,92660,1,Orthopedic Surgery,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,17,17.0,17,60.0,22.47,17.92,15.25
1467496687,Depace,Nicholas,Sewell,NJ,8080,1,Cardiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,14,14.0,14,55.0,21.71,17.35,15.26
1467496687,Depace,Nicholas,Sewell,NJ,8080,1,Cardiology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,14,22.0,22,175.0,71.69,57.3,50.29
1467496687,Depace,Nicholas,Sewell,NJ,8080,1,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,14,22.0,22,125.0,55.21,44.12,40.4
1467502286,Tilley,Charles,Winnebago,NE,68071,3,Physician Assistant,Q3014,Telehealth originating site facility fee,O,35,91.0,91,30.0,25.74967033,19.538571429,19.538571429
1467506915,Hasan,Fawzia,Wilmington,DE,19801,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,16,17.0,17,50.0,25.73,20.5,20.5
1467530659,Hopfensperger,Kathryn,Cheyenne,WY,82001,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,75,143.0,143,33.0,25.771118881,18.494405594,18.494405594
1467553180,Goldizen,Cristina,Petersburg,WV,26847,7,Psychiatry,Q3014,Telehealth originating site facility fee,O,48,86.0,86,26.07,25.686976744,18.645116279,18.645116279
1467553198,Little,Karley,Baytown,TX,77520,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,23,33.0,33,30.91030303,25.768181818,18.636363636,18.636363636
1467600809,Patel,Devang,Plainfield,IL,60544,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,11,11.0,11,50.0,20.306363636,16.175454545,15.251818182
1467600809,Patel,Devang,Plainfield,IL,60544,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,11,53.0,53,140.0,66.65,53.1,51.297358491
1467615823,Manessis,Anastasios,New York,NY,10011,1,Endocrinology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,26,26.0,26,148.84615385,77.18,61.72,50.29
1467615823,Manessis,Anastasios,New York,NY,10011,1,Endocrinology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,205,375.0,375,149.70666667,59.40808,47.509973333,40.463146667
1467615823,Manessis,Anastasios,New York,NY,10011,1,Endocrinology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,25,26.0,26,50.0,16.759615385,7.6726923077,6.6815384615
1467665703,Breuer,Tuvia,Glen Oaks,NY,11004,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,62,132.0,132,23.0,22.688484848,15.180530303,15.180530303
1467696591,Abdel-Reheim,Deana,Lufkin,TX,75901,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,27,34.0,34,34.821176471,25.742352941,19.897058824,19.897058824
1467731505,Shamiya,Mohamed,Las Vegas,NV,89117,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,16,16.0,16,163.0,64.18,51.14,50.29
1467783159,Kozee,Holly,Dayton,OH,45433,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,14,62.0,62,31.064516129,25.736774194,20.169354839,20.169354839
1467815266,Weddingfeld,Megan,Grand Forks,ND,58201,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,11,18.0,18,51.0,24.517777778,18.416111111,19.671111111
1477009918,Yousefi,Melanie,Apple Valley,MN,55124,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,133,517.0,517,36.0,25.80040619,17.062727273,17.062727273
1477065639,Carnes,Stephanie,Fremont,CA,94538,1,Physician Assistant,G2010,"Remote evaluation of recorded video and/or images submitted by an established patient (e.g., store and forward), including interpretation with follow-up with the patient within 24 business hours, not originating from a related e/m service provided within t",O,20,20.0,20,30.0,12.35,9.84,8.4815
1477065639,Carnes,Stephanie,Fremont,CA,94538,1,Physician Assistant,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",F,38,39.0,39,50.0,12.35,9.84,8.9046153846
1477065639,Carnes,Stephanie,Fremont,CA,94538,1,Physician Assistant,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,65,66.0,66,50.0,13.94,11.11,9.85
1477101467,Dennis,Mary,Neptune City,NJ,7753,1,Nurse Practitioner,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,53,64.0,64,149.0,51.16,40.76,38.9
1477514974,Alexander,Cynthia,Weston,FL,33331,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,96,830.0,830,31.484337349,25.739108434,20.055421687,20.055421687
1477524197,Vasquez,Tony,Redding,CA,96001,1,Nuclear Medicine,Q3014,Telehealth originating site facility fee,O,20,28.0,28,53.0,25.79,17.571428571,17.571428571
1477525384,Hernandez,Maximiliano,Pharr,TX,78577,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,18,123.0,123,90.0,49.4,39.5,40.4
1477533610,Lateef,Maryam,Phoenix,AZ,85041,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,37,46.0,46,24.83,24.506086957,15.753913043,15.753913043
1477538619,Springer,Steve,Lake Charles,LA,70601,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,135,136.0,136,58.0,17.12,13.65,15.248161765
1477538619,Springer,Steve,Lake Charles,LA,70601,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,134,537.0,537,188.0,56.19,44.79,50.259273743
1477538619,Springer,Steve,Lake Charles,LA,70601,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,134,537.0,537,161.0,47.94,38.21,40.387765363
1477544153,Rose,Charles,Bloomington,IN,47403,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,11,12.0,12,25.0,13.81,11.03,11.59
1477554285,Bohan,Amy,Gilbert,AZ,85234,1,Pulmonary Disease,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,14,17.0,17,110.0,57.019411765,42.814117647,43.129411765
1477561660,Vrbicky,Keith,Norfolk,NE,68701,4,Obstetrics & Gynecology,Q3014,Telehealth originating site facility fee,O,19,19.0,19,28.0,25.800526316,17.063684211,17.063684211
1477569630,Singh,Randip,Bellevue,WA,98004,1,Sleep Medicine,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,29,32.0,32,152.0625,61.2696875,46.4840625,43.4434375
1477584266,Bratvold,Lisa,Hayward,WI,54843,10,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,26,38.0,38,40.0,25.396842105,17.815526316,18.203684211
1477645224,Morris,James,Richmond,VA,23236,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,34,73.0,73,50.0,25.834794521,15.384657534,15.384657534
1477677615,County Of Sheboygan,,Sheboygan,WI,53081,1,Clinic or Group Practice,Q3014,Telehealth originating site facility fee,O,41,49.0,49,50.0,25.738571429,20.081632653,20.081632653
1477720530,Hess,Jacqueline,Phoenix,AZ,85004,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,51,70.0,70,25.76,25.356,19.904571429,19.904571429
1477804466,Robinson,Lakeesha,Milwaukee,WI,53216,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,14,96.0,96,30.0,25.777291667,18.19625,18.19625
1477827087,Rana,Dipesh,Garland,TX,75044,1,Physician Assistant,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,56,56.0,56,25.0,16.42,13.08,12.97
1477827087,Rana,Dipesh,Garland,TX,75044,1,Physician Assistant,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,58,98.0,98,75.0,54.34,43.3,42.75
1477827087,Rana,Dipesh,Garland,TX,75044,1,Physician Assistant,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,58,98.0,98,58.0,43.37,34.55,34.33
1477896397,Graves,Jill,Kennewick,WA,99336,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,35,51.0,51,50.0,25.73,20.5,20.5
1477964526,Tollemache,Julie,Austin,TX,78731,1,Geriatric Psychiatry,Q3014,Telehealth originating site facility fee,O,28,31.0,31,32.335483871,25.765806452,18.512258065,18.512258065
1477981108,Adams,Victoria,Brooklyn,NY,11232,1,Nurse Practitioner,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,61,63.0,63,45.691904762,19.241269841,15.134285714,12.764126984
1477981108,Adams,Victoria,Brooklyn,NY,11232,1,Nurse Practitioner,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,46,47.0,47,69.760851064,30.189787234,23.455531915,21.004255319
1487001434,Chuman,Brandon,Los Angeles,CA,90064,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,36,89.0,89,28.0,25.73,20.5,20.5
1487014296,Fuchs,Christina,Medford,WI,54451,7,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,17,38.0,38,75.0,25.73,20.5,20.5
1487094140,Crider,Hadia,Columbia,MO,65203,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,12,12.0,12,50.333333333,25.8,17.083333333,17.083333333
1487176053,Hussain,Zahra,Leesburg,VA,20176,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,187,979.0,979,31.302349336,25.74566905,19.737068437,19.737068437
1487184446,Yates,Bryce,Shelby,NC,28150,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,248,838.0,838,28.0,25.73,20.5,20.5
1487619193,Tayal,Neeraj,Columbus,OH,43221,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,82,124.0,124,50.0,14.14483871,10.533548387,10.868709677
1487634192,Froelich,Mary,Reidsville,NC,27320,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,45,60.0,60,25.0,24.678666667,15.744833333,15.744833333
1487642559,Young,Lisa,Lincoln,NE,68502,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,40,122.0,122,24.1,23.758852459,16.524590164,16.524590164
1487645685,Paige,Kenneth,Sun Lakes,AZ,85248,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,26,26.0,26,25.0,18.55,14.78,15.26
1487645685,Paige,Kenneth,Sun Lakes,AZ,85248,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,28,133.0,133,70.0,61.24,48.79,50.29
1487645685,Paige,Kenneth,Sun Lakes,AZ,85248,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,28,142.0,142,55.0,49.67,39.57,40.4
1487646485,Burris,Allen,Midlothian,VA,23114,1,Endocrinology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,13,13.0,13,20.0,19.11,15.28,15.26
1487712212,Larned,David,Lufkin,TX,75901,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,123,335.0,335,45.0,25.804925373,16.845134328,16.845134328
1487731758,Boyarsky,Beth,Georgetown,TX,78626,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,15,29.0,29,26.0,25.58,20.38,20.38
1487739579,Pavelock,Richard,Statesville,NC,28625,1,Internal Medicine,Q3014,Telehealth originating site facility fee,O,383,1876.0,1876,25.980277186,25.621812367,16.786273987,16.798928571
1487740965,Hwang,Inku,Wenatchee,WA,98801,1,Gastroenterology,Q3014,Telehealth originating site facility fee,O,16,17.0,17,53.0,25.804117647,16.882352941,16.882352941
1487743787,May,Lawrence,Tarzana,CA,91356,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,43,44.0,44,68.0,22.413409091,15.671363636,13.393409091
1487743787,May,Lawrence,Tarzana,CA,91356,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,45,292.0,292,225.0,74.139828767,58.083047945,49.443047945
1487743787,May,Lawrence,Tarzana,CA,91356,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,27,99.0,99,171.0,56.225151515,42.037878788,37.951515152
1487748661,Osuagwu,Chukwuma,Garland,TX,75041,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,20,21.0,21,40.0,19.413809524,13.987619048,13.825714286
1487748661,Osuagwu,Chukwuma,Garland,TX,75041,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,16,29.0,29,80.0,64.154827586,50.237241379,49.440344828
1487748661,Osuagwu,Chukwuma,Garland,TX,75041,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,13,17.0,17,70.0,51.2,40.83,40.450588235
1487803151,Maixner,Roberta,Peoria,AZ,85345,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,22,39.0,39,25.76,25.35,20.2,20.2
1487854865,Scarfe,Jessica,Salem,VA,24153,1,Pain Management,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,17,17.0,17,56.01,18.37,14.64,15.26
1487854865,Scarfe,Jessica,Salem,VA,24153,1,Pain Management,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,20,20.0,20,183.66,60.289,45.6,47.919
1487854865,Scarfe,Jessica,Salem,VA,24153,1,Pain Management,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,28,28.0,28,152.1,49.898214286,39.337142857,39.9875
1487855870,Richardson,Geri,Lawrenceville,GA,30046,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,22,47.0,47,50.0,23.008297872,18.445957447,21.209787234
1487891123,O'horo-Nash,Sarah,Wilmington,NC,28405,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,13,38.0,38,28.0,25.73,20.5,20.5
1487908380,Rock,Lisa,Marshalltown,IA,50158,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,20,22.0,22,20.0,19.709090909,14.254545455,14.254545455
1487997516,Tom,Michael,Honolulu,HI,96813,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,12,12.0,12,33.416666667,15.22,12.17,11.875
1497050587,Gold,Eleanor,Yonkers,NY,10701,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,52,190.0,190,24.0,23.659736842,16.849473684,16.849526316
1497072425,Li,Andrea,Hyannis,MA,2601,1,Emergency Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,51,51.0,51,47.113529412,22.233529412,17.751372549,15.26
1497072425,Li,Andrea,Hyannis,MA,2601,1,Emergency Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,48,48.0,48,72.9125,35.1925,28.095,25.43
1497166870,Manke,Rachelle,Greenfield,WI,53221,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,66,142.0,142,30.0,25.747746479,19.633802817,19.633802817
1497239487,Fields,Ladina,Logan,WV,25601,2,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,13,16.0,16,33.0,25.73,20.5,20.5
1497254791,Alston,Carmen,Fort Walton Beach,FL,32547,1,Nurse Practitioner,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,28,28.0,28,56.008571429,15.628928571,12.005357143,12.54
1497254791,Alston,Carmen,Fort Walton Beach,FL,32547,1,Nurse Practitioner,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,26,98.0,98,183.8855102,51.219387755,40.336632653,42.276836735
1497254791,Alston,Carmen,Fort Walton Beach,FL,32547,1,Nurse Practitioner,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,26,98.0,98,152.03367347,42.41,33.79,34.34
1497716476,Wright,Stacey,Garden City,ID,83714,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,39,86.0,86,56.236976744,25.734883721,20.261627907,20.261627907
1497727309,Swerdlow,Charles,Beverly Hills,CA,90210,1,Clinical Cardiac Electrophysiology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,52,289.0,289,126.0,61.865813149,47.862491349,44.343044983
1497727309,Swerdlow,Charles,Beverly Hills,CA,90210,1,Clinical Cardiac Electrophysiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,18,18.0,18,46.0,22.6,18.05,15.25
1497772164,Budhiraja,Rohit,Boston,MA,2111,1,Pulmonary Disease,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,15,27.0,27,228.51851852,61.75,49.2,45.77
1497792402,Wicks,Allan,Casper,WY,82601,1,Cardiology,Q3014,Telehealth originating site facility fee,O,44,44.0,44,36.045454545,25.768181818,18.636363636,18.636363636
1497802516,Witherspoon,Consuela,Dallas,TX,75235,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,45,65.0,65,25.093538462,24.766769231,16.018461538,16.018461538
1497866024,Vohra,Manjit,Winter Haven,FL,33881,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,80,108.0,108,25.0,24.603703704,19.418518519,19.418518519
1497898837,Butera,Ann-Marie,Hollywood,MD,20636,2,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,13,30.0,30,25.994,25.605333333,19.033333333,19.033333333
1497905269,Rosman,Jonathan,Boca Raton,FL,33432,1,Clinical Cardiac Electrophysiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,76,114.0,114,64.0,52.58,41.98,40.41
1497968101,Penne,Jennifer,Springdale,AR,72762,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,16,59.0,59,57.966101695,25.758813559,19.09440678,19.09440678
1497969323,Shamim,Afroz,Tyler,TX,75701,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,25,26.0,26,90.0,25.891538462,12.615384615,12.615384615
1508005455,Bennett,April,Chapin,SC,29036,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,31,170.0,170,28.0,25.737411765,20.138235294,20.138235294
1508040304,Lee,Richard,Newport Beach,CA,92660,1,Orthopedic Surgery,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,15,19.0,19,170.0,61.6,49.14,45.78
1508082652,Young,Patrick,Dallas,TX,75235,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,92,386.0,386,151.06,25.787694301,17.683860104,17.683860104
1508177007,Ernst,Richard,Washington,DC,20307,,Psychiatry,Q3014,Telehealth originating site facility fee,O,206,458.0,458,32.0,25.757379913,19.163930131,19.163930131
1508205451,Holbrook,Mary,Saginaw,MI,48602,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,37,145.0,145,43.0,25.778758621,18.11662069,18.11662069
1508241779,Licuanan,Brian,Irvine,CA,92620,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,13,61.0,61,196.0,25.73,20.5,20.5
1508269119,Benbow,Beautine,Philadelphia,PA,19136,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,55,86.0,86,35.0,25.765813953,18.75,18.75
1508831819,Holland,Mikel,Pierre,SD,57501,4,Family Practice,Q3014,Telehealth originating site facility fee,O,38,56.0,56,35.964285714,25.42375,17.672142857,18.03625
1508833039,Arbona,Jose,Port St Lucie,FL,34952,1,Neurology,Q3014,Telehealth originating site facility fee,O,147,196.0,196,27.260204082,25.740714286,19.977040816,19.977040816
1508856485,Coots,Michael,Paoli,IN,47454,7,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,12,13.0,13,45.0,25.956153846,9.4615384615,9.4615384615
1508877242,Sattur,Sudhakar,Sayre,PA,18840,4,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,11,57.0,57,109.0,49.72,39.76,40.4
1508884172,Larson,Jon,Detroit Lakes,MN,56501,7,Family Practice,Q3014,Telehealth originating site facility fee,O,15,28.0,28,50.0,25.770357143,18.535,18.535
1508939794,Sami,Mohammad,Galesburg,IL,61401,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,136,583.0,583,25.755060034,25.381286449,18.201423671,18.201423671
1508958018,Joye,David,Albemarle,NC,28001,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,71,208.0,208,25.0,24.647451923,17.268990385,17.268990385
1508967019,Sarvananda,Sharmalie,Sandusky,MI,48471,7,Psychiatry,Q3014,Telehealth originating site facility fee,O,75,328.0,328,211.7295122,25.772591463,18.420884146,18.420884146
1518014505,Bieber,Gail,Concord,NC,28025,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,12,42.0,42,28.0,25.73,20.5,20.5
1518044585,Osinowo,Thomas,Monroe,MI,48162,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,30,132.0,132,50.0,25.777727273,18.172878788,18.172878788
1518087691,Brown,Eden,Arlington,VA,22209,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,177,1006.0,1006,30.0,25.766332008,18.726799205,18.726799205
1518195825,Challa,Anuradha,Hendersonville,NC,28791,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,115,601.0,601,30.24,25.760881864,18.993377704,18.993377704
